sentiment,text_clean
4,home dad mall
4,morning ahead
4,find press since live
0,garden yesterday pick
4,morning away twitter weekend hope everyone happy
4,
0,work
0,hungry fail
0,keyboard run
4,wait watch new moon
4,hey let amazing job keep
0,god need something wake falling sleep
4,whats
4,switch days friday nice sunny
4,think follower
0,even love yet damn hard
4,
4,wow pretty think morning pool
4,exactly people
4,word
0,hate
0,people say life party tell joke two although might laughing loud deep inside blue
0,someone left message yesterday saying give call
4,baby taking nap
0,
0,friend never seen head inside dream yes love break heart
4,said went pink hair tattoo
0,made
0,bout take
0,little park sad leave
0,stopped eric leave way early make pop cut leg ouch
4,
4,seen weird tho overall sick
4,laugh follow simple
4,thanks sweet hopefully make productive
4,think often
4,finished code wat else cant sleep
0,pack airport
0,times actually need bed
0,feeling sorry actually move neck cos bad work tomorrow
4,follow follow
0,watching jon kate sad
4,night would talking try week possible enjoy sun
4,around still yesterday
4,show worst photo bit
0,holy hot outside already summer
4,looking forward spending sun everyone else school college
4,getting computer tired night
4,happy mother hug
4,watching mail love movie
0,wish true
0,want work
0,stuck didnt credit style
4,wedding done food start week
0,lunch ugh really watch home yet
0,old almost went funeral still alive barely
0,bit messy board flight
0,want
0,make said want standing sitting
4,although dont use much put small bit
4,
0,need weekend
0,ugh think acting
4,grad service church
4,glass half full kind guy great job
4,fun man alive
4,sister much music wife well keep
0,unfortunately
4,mother funny miss clean laundry dinner
0,cute taken
0,working
0,
0,sure tweet business simple difficult
0,every sense
4,
0,hate rain hate rain hate rain
0,apparently bad feeling
4,fun done living two best part knowing left
4,pete rose
0,sale sign lawn
0,watched every past tour bar love many album
4,another miles morning see fun
0,think away
4,new business love hear actually
4,point right
0,awake ill nap afternoon
0,library
0,need mocha coffee garden bad closed already
0,
4,another version blip
4,watching see later
0,never mail
0,sigh think blackberry
0,babe healthy
4,stay till talk
0,think depressed
0,wanting new phone
4,yeah seen funny hey honey sent dick box
4,yea doubt always hope new old best right
0,still worried blood hope nothing wrong would nice wrong
0,best friend officially gone
4,happy end hope
0,lose
0,late stuck
0,way work
0,girl even bit much girl tummy poor
4,happy birthday last feel
0,ice cream idea stomach total hate
0,wish
4,finally read great job story definitely style
4,make sure pack well
0,want tweet cause phone broken cant
4,love puppy new baby girl yesterday
4,shopping
4,let copy study guide
0,come
0,lonely without hubby
4,house band
4,thats sweet great sunny dear friend
4,surprise less
0,revise exam tomorrow
4,sale least sam dance cool always
0,suppose
0,lately havent spoken hope anyway
0,lucky went funeral
4,wear flip
0,pretty site depressed
4,say weekend tired reading
4,night
0,stopped still eat
0,afraid god stay
4,miss miss miss food feed coffee well well
4,hopefully sort
4,enjoying sunday afternoon
4,offer quick help perhaps smile hopefully
4,cool everything sorted return land long white
0,weather
4,morning way character breakfast
0,wondering inside nose cut big fan
4,sleep love totally days love
4,smile sunny
4,yeah many able perform
4,cold may warm always take clothes buy umbrella
4,beer sure well
0,yahoo date working
0,chocolate covered cheese
4,bit done
0,
4,nice front yea gave idea start name
4,dont care sad excuse
0,broke end seeing tonite birthday party really hope wont
4,watch hope
4,give happy happy
4,awesome photo thanks
0,dream woke whole side hand sleeping gross
0,work probably last week next saturday
4,gift inside box
4,hello cloudy hope bright
4,finished green design
0,geography homework want tired
4,yeah keep kind become famous
4,want need train try
0,club finished tired
0,finish bed work morning dont
0,listening favorite song cut
4,well think order welcome real world
4,thanks spot live
4,yes expensive hope less luck
0,really also
0,ride help
4,traffic always still fabulous bright side
4,making
0,miss shirt
0,everything bigger yes tried
0,need car
0,
0,nope around
0,bad sure yet
4,coffee cancer tweet
0,really bad week
4,slow picked bit
4,thats start looking forward reading interesting
0,
4,thanks following
0,hero cannot wait boy took guitar hero
4,beat last night fun visit high school recently found seen
0,win
0,jealous town show
0,enjoying rainy
4,speak
4,work ride tonight
4,last night reason mon
4,hope soon hun
0,sadly
4,japanese performance beach stage hear
0,want really beer right cut
4,
0,feeling bad
4,nice beer pizza need keep home
0,hate say great friend change
0,use difficult
4,favorite christmas song ever blip
4,listening kevin talk album design always stuff
4,watch movie
0,guess inside twitter boo better confused
4,empty rent room
0,yes tonight feel drinking
4,yep true
4,miles burned run start
0,find need keep
0,really want essay finished even court report big
4,agree definitely given actually quite enjoying
4,awesome staff blessed world
0,mess play count since upgrade
0,jesus sorry cant begin imagine feeling come
4,sometimes really cant feel think
0,someone take see demi july
0,lost science study computer please send
4,enjoy dinner ladies hope fantastic friday night bye super ladies
4,everyone north
4,morning happy sunday
4,
0,wish could pay someone laundry could sleep instead
0,hard say huh
4,
4,
4,thats brilliant
0,really math learning need thats math teacher
0,people see flat sat fit
0,poor people wonder actual winning
0,long work dinner watched final sad miss final episode
0,dont version love song must stuff singing key
4,
0,work without miss
0,wishing right
0,someone text company lonely
4,well still
0,
4,perfect sat morning shift
0,hit car rain top start week
4,hey yes great entire weekend hope great also
0,area life
4,sweet everyone shop cheap everyone tomorrow
0,sound ever outside poor little thing
4,morning goes tour fabulous
4,better actually writing song nothing else ill fine dont
0,sad video blip
4,send turn ugly drop dead sexy
0,put clothes
4,chinese music dance jay video
0,ugh test brought letter thing would care really hah
0,miss
0,dont cry
4,hungry hot dogs yummy
0,til
0,really sick
4,saw painting around last week
0,stupid concert thing new cool friend
4,much better thanks
4,picture super cute
0,nearly dead hardly update
4,
4,decided come wake half thanks
0,begin nothing gone right think kind
0,buy comic think ever bought issue due brand except
0,thats late rob may worth
4,eating
4,wonder wonder
4,dad actual competition
4,yes everyone see block follow
0,
4,home made free dinner
4,starting twitter
0,hour energy fail maybe
0,weekend working presentation monday hey went feel
4,best teacher year
0,god
0,high thought weird getting high work nearly fun
4,uncle
0,daddy work
0,shoulder still hurt mother breath
0,
4,ill stop tomorrow
0,knew forgot something forgot watch jon kate last night well least man wild tonight
4,twitter bitch
4,thanks always choice maybe
0,wish could
0,really bed feed ready outside cold
4,working waiting till friday done
4,show
4,
4,problem glad worked
0,
4,despite still enjoy teaching
0,impossible wake
0,fact min stomach size moment
0,everything
4,heading library bit finish paper spend quality baby comes home tonight
4,finally finished wrote two ago
4,sun laundry lots warm blanket
4,yea thought old play thinking though
0,answer phone
4,four school left wait til class
0,loose
4,moment
4,coffee ready
0,
0,
0,weekend could
4,heat post order yesterday
0,scary thing think party could become country people suck
0,last night tired last night happy tuesday
4,thanks glad found stuff also special times come
4,store big kiss
4,thats big surprise yea hurt dont hurt least
0,last ago
0,god impossible decent cup coffee house need
4,love game
4,tomorrow church baby boy lunch fun
4,
0,man craving
4,last school hopefully chilling tonight
4,help
4,
0,hear thunder
0,feeling eating mrs working stuff love always miss
0,bigger question much men
0,want school tomorrow
4,stop work
0,feel though part
0,throat voice weird
4,president difference make
4,behind drink feel
0,man away along sorry
0,finished watching lose
0,right away start school work
0,yet
4,ate two ice cream
0,home near none
0,weather
4,old daughter every need turn close turn water power
4,awesome huge
4,great release clear
4,new taking sunday album
0,bar hot man smell
0,
4,sweet gorgeous kind lovely love sweet friend
4,
0,work cant school
4,please read important reply
0,hate school save hate
4,addicted already
4,cool
4,thanks
0,night
4,first friday tonight anybody
0,man boring sick bed hate ill
0,sorry made clean room pack call took shower fell asleep
4,everybody tweet hit
0,still work missing
4,seen sexy dude think love self
0,car accident last week keep
4,similar busy friday night possible sunday maybe saturday night stuff yep
0,sun burnt pic didnt work man
0,pizza bout thing found bad customer service
0,trying cleaning done feeling hot
4,days little town
4,morning pay attention turns positive change
0,spa felt sleep excited wake work
4,funny name still man name dutch name
0,work poor baby girl wake every couple tonight
4,feel older
4,cute see together
0,look fat believe keep winning
0,want jon kate hate stuff talk jon kate sad
0,home thanks work tho fun computer
